"","city","date","MaxTemp_mae","MinTemp_mae","count.x","count.y","long","lat","MaxTemp","MaxTemp_forecast","MinTemp","MinTemp_forecast","year","month"
"114","Anchorage",Aug 2017,2.92941176470588,1.88235294117647,170,170,-149.9,61.2167,62.1612903225806,61.4569892473118,50.5161290322581,51.1188172043011,2017,8
"115","Atlanta",Jul 2014,2.09285714285714,2.09285714285714,140,140,-84.3833,33.75,86.0434782608696,86.4435817805383,69.1739130434783,69.1801242236025,2014,7
"116","Atlanta",Aug 2014,1.94623655913978,1.71505376344086,186,186,-84.3833,33.75,88.258064516129,88.1935483870968,69.6774193548387,69.9623655913979,2014,8
"117","Atlanta",Sep 2014,2.93333333333333,2.92777777777778,180,180,-84.3833,33.75,83.6666666666667,82.9333333333333,67.9333333333333,65.9,2014,9
"118","Atlanta",Oct 2014,3.19354838709677,3.7741935483871,186,186,-84.3833,33.75,77.2258064516129,74.9301075268817,55.0967741935484,54.2365591397849,2014,10
"119","Atlanta",Nov 2014,4.96666666666667,5.55,180,180,-84.3833,33.75,59.9666666666667,57.5277777777778,38.1,39.1333333333333,2014,11
"120","Atlanta",Dec 2014,3.04838709677419,4.22043010752688,186,186,-84.3833,33.75,58.6774193548387,56.8655913978495,41.3870967741936,40.4462365591398,2014,12
"121","Atlanta",Jan 2015,3.8768115942029,4.29710144927536,138,138,-84.3833,33.75,53.2758620689655,50.5649425287356,33.7241379310345,34.6741379310345,2015,1
"122","Atlanta",Feb 2015,4.83950617283951,5.11111111111111,162,162,-84.3833,33.75,50,47.1345238095238,30.75,31.3083333333333,2015,2
"123","Atlanta",Mar 2015,5.83333333333333,5.66111111111111,180,180,-84.3833,33.75,67.5806451612903,62.4387096774194,47.5806451612903,46.2903225806452,2015,3
"124","Atlanta",Apr 2015,3.82183908045977,3.45977011494253,174,174,-84.3833,33.75,74.7,72.8488888888889,56.7,56.2033333333333,2015,4
"125","Atlanta",May 2015,1.91111111111111,2.35,180,180,-84.3833,33.75,82.7741935483871,82.1677419354839,63.3870967741936,63.7290322580645,2015,5
"126","Atlanta",Jun 2015,1.55555555555556,2.08888888888889,180,180,-84.3833,33.75,88.4666666666667,88.4077777777778,70.8333333333333,70.9277777777778,2015,6
"127","Atlanta",Jul 2015,1.76683937823834,1.78756476683938,193,193,-84.3833,33.75,90.0645161290323,90.7688172043011,72.6129032258064,73.4731182795699,2015,7
"128","Atlanta",Aug 2015,2.09547738693467,1.63316582914573,199,199,-84.3833,33.75,88.7741935483871,88.331797235023,71,70.9278033794163,2015,8
"129","Atlanta",Sep 2015,2.53926701570681,2.10994764397906,191,191,-84.3833,33.75,81.4,81.5944444444444,65.6666666666667,65.7539682539683,2015,9
"130","Atlanta",Oct 2015,2.96195652173913,2.64673913043478,184,184,-84.3833,33.75,72.9032258064516,71.9290322580645,55.258064516129,54.9304915514593,2015,10
"131","Atlanta",Nov 2015,3.94594594594595,4.86486486486486,37,37,-84.3833,33.75,66.2,64.1244444444444,48.6666666666667,47.2888888888889,2015,11
"132","Atlanta",Dec 2015,2.51666666666667,5.11666666666667,60,60,-84.3833,33.75,65.8125,64.8510416666667,49.3125,49.4145833333333,2015,12
"133","Atlanta",Jan 2016,4.10897435897436,4.92628205128205,156,156,-84.3833,33.75,51.6296296296296,49.3925925925926,33.4814814814815,35.2814814814815,2016,1
"134","Atlanta",Feb 2016,4.01785714285714,4.38988095238095,168,168,-84.3833,33.75,57.9655172413793,54.4471264367816,39.0689655172414,37.9695402298851,2016,2
"135","Atlanta",Mar 2016,3.39880952380952,5.19940476190476,168,168,-84.3833,33.75,70.4193548387097,68.2768817204301,50.5161290322581,49.3994623655914,2016,3
"136","Atlanta",Apr 2016,2.68333333333333,3.85555555555556,180,180,-84.3833,33.75,74.1666666666667,72.4577777777778,54.0333333333333,53.0222222222222,2016,4
"137","Atlanta",May 2016,2.60752688172043,2.64784946236559,186,186,-84.3833,33.75,81.258064516129,80.4462365591398,61,61.1854838709677,2016,5
"138","Atlanta",Jun 2016,2.59444444444444,2.25833333333333,180,180,-84.3833,33.75,91.2,89.3222222222222,70.7333333333333,70.0416666666667,2016,6
"139","Atlanta",Jul 2016,1.76881720430108,1.71774193548387,186,186,-84.3833,33.75,93.5483870967742,92.6666666666667,73.1612903225806,74.2338709677419,2016,7
"140","Atlanta",Aug 2016,2.43589743589744,1.73397435897436,156,156,-84.3833,33.75,91.5161290322581,89.6252688172043,73.9032258064516,72.6290322580645,2016,8
"141","Atlanta",Sep 2016,2.83333333333333,3.17777777777778,90,90,-84.3833,33.75,86.8,85.4644444444444,68.3333333333333,65.6405555555556,2016,9
"142","Atlanta",Oct 2016,2.27956989247312,3.11827956989247,186,186,-84.3833,33.75,81.0967741935484,79.1451612903226,58.0322580645161,56.989247311828,2016,10
"143","Atlanta",Nov 2016,2.79885057471264,4.42816091954023,174,174,-84.3833,33.75,70.1333333333333,68.6633333333333,47.6333333333333,47.0427777777778,2016,11
"144","Atlanta",Dec 2016,4.33870967741935,5.83333333333333,186,186,-84.3833,33.75,58.0322580645161,55.5,39.7741935483871,41.3978494623656,2016,12
"145","Atlanta",Jan 2017,5.52380952380952,3.76190476190476,168,168,-84.3833,33.75,60.7096774193548,58.0209677419355,42.8064516129032,43.589247311828,2017,1
"146","Atlanta",Feb 2017,4.11309523809524,5.54761904761905,168,168,-84.3833,33.75,66.5,63.7738095238095,45.6428571428571,46.1964285714286,2017,2
"147","Atlanta",Mar 2017,4.28888888888889,4.39166666666667,180,180,-84.3833,33.75,67.9032258064516,65.6978494623656,47.5161290322581,46.5693548387097,2017,3
"148","Atlanta",Apr 2017,2.61458333333333,3.11458333333333,96,96,-84.3833,33.75,77.6190476190476,76.9055555555556,57.2380952380952,56.652380952381,2017,4
"149","Atlanta",May 2017,2.26515151515152,2.58712121212121,132,132,-84.3833,33.75,80.9354838709677,80.0575268817204,61.2258064516129,61.7432795698925,2017,5
"150","Atlanta",Jun 2017,1.90804597701149,1.82758620689655,174,174,-84.3833,33.75,84.4333333333333,84.5355555555556,68.8333333333333,68.2844444444444,2017,6
"151","Atlanta",Jul 2017,1.75555555555556,1.21388888888889,180,180,-84.3833,33.75,90.0645161290323,89.147311827957,72.2903225806452,72.2994623655914,2017,7
"152","Atlanta",Aug 2017,2.13529411764706,1.44117647058824,170,170,-84.3833,33.75,86.741935483871,86.6913978494624,71.5483870967742,71.0365591397849,2017,8
"153","Atlantic City",Jul 2014,3.26428571428571,5.25,140,140,-74.4167,39.3667,82.2608695652174,80.3939958592132,64.0869565217391,68.9238095238095,2014,7
